id,Title,ReleaseDate,Rating,NumberofReviews,Plays,year,game_type,score
1456,Naruto: Ultimate Ninja 3,"Dec 22, 2005",3.5,14400.0,3.61,2005,new,Great
1457,The Ultimate Doom,"Apr 30, 1995",4.1,21904.0,1.44,1995,retro,Amazing
1458,Superman: The New Superman Adventures,"May 31, 1999",0.7,4761.0,737881.0,1999,retro,Bad
1459,Ruiner,"Sep 26, 2017",3.2,31329.0,1.21,2017,new,Great
1460,The Lord of the Rings: The Two Towers,"Oct 21, 2002",3.3,10000.0,2.56,2002,new,Great
1461,Dragon Quest II: Luminaries of the Legendary Line,"Dec 31, 2005",3.0,46225.0,793881.0,2005,new,Good
1462,Chivalry: Medieval Warfare,"Oct 16, 2012",2.9,5329.0,2.56,2012,new,Good
1463,FIFA 14,"Sep 24, 2013",3.2,8464.0,4.84,2013,new,Great
1464,Bit.Trip Runner,"May 14, 2010",3.1,3364.0,1.44,2010,new,Great
1465,Pokémon Pinball: Ruby & Sapphire,"Aug 01, 2003",3.5,18225.0,2.56,2003,new,Great
1467,La-Mulana,"Jul 13, 2012",3.9,28900.0,242064.0,2012,new,Great
1468,The Warriors,"Oct 17, 2005",3.9,33124.0,859329.0,2005,new,Great
1469,Mortal Kombat XL,"Mar 01, 2016",3.6,9025.0,1.21,2016,new,Great
1470,Anonymous;Code,"Jul 28, 2022",4.2,1600.0,64.0,2022,new,Amazing
1471,Higurashi no Naku Koro ni: Chapter 2 - Watanagashi,"Dec 29, 2002",3.7,13924.0,1.44,2002,new,Great
1472,Aokana: Four Rhythms Across the Blue,"Jan 08, 2016",3.9,1024.0,26896.0,2016,new,Great
1473,Shantae and the Seven Sirens,"Mar 27, 2020",3.5,13924.0,262144.0,2020,new,Great
1474,Mega Man ZX Advent,"Jul 12, 2007",3.6,29929.0,952576.0,2007,new,Great
1475,Peggle Deluxe,"Mar 06, 2007",3.7,4761.0,881721.0,2007,new,Great
1476,Slither.io,"Mar 25, 2016",2.2,2116.0,4.41,2016,new,Good
1477,Twisted Metal,"Nov 05, 1995",3.1,13689.0,972196.0,1995,retro,Great
1478,Dragon Age: Origins - Awakening,"Mar 16, 2010",3.9,2500.0,1.0,2010,new,Great
1479,Parasite Eve II,"Dec 16, 1999",3.4,52441.0,582169.0,1999,retro,Great
1480,The Jackbox Party Pack,"Nov 18, 2014",2.9,10404.0,1.96,2014,new,Good
1481,Tom Clancy's Splinter Cell: Pandora Tomorrow,"Mar 23, 2004",3.4,18769.0,1.0,2004,new,Great
1482,Payday: The Heist,"Oct 18, 2011",2.9,3025.0,1.69,2011,new,Good
1483,Pokémon Rumble Blast,"Aug 11, 2011",2.9,9216.0,1.44,2011,new,Good
1484,Nicktoons Unite!,"Oct 26, 2005",2.5,2704.0,616225.0,2005,new,Good
1485,Ruined King: A League of Legends Story,"Nov 16, 2021",3.6,4624.0,170569.0,2021,new,Great
1486,Picross S3,"Apr 25, 2019",3.9,676.0,34969.0,2019,new,Great
1487,Lisa the Joyful,"Aug 24, 2015",3.7,15876.0,1.0,2015,new,Great
1488,The King of Fighters '98,"Jul 23, 1998",3.9,53361.0,2.25,1998,retro,Great
1489,Kingdoms of Amalur: Reckoning,"Feb 07, 2012",3.2,9801.0,1.44,2012,new,Great
1490,Grand Theft Auto,"Oct 21, 1997",2.5,32761.0,2.56,1997,retro,Good
1491,Europa Universalis IV,"Aug 13, 2013",3.8,18225.0,1.69,2013,new,Great
1493,Guitar Hero 5,"Sep 01, 2009",3.2,3969.0,1.21,2009,new,Great
1494,Silent Hill: Homecoming,"Sep 30, 2008",2.1,42436.0,1.69,2008,new,Good
1495,Mighty No. 9,"Jun 21, 2016",1.6,18769.0,822649.0,2016,new,Okay
1497,Dragon Ball GT: Final Bout,"Aug 21, 1997",1.8,6889.0,1.44,1997,retro,Okay
1498,Killzone 3,"Feb 22, 2011",3.1,24025.0,1.69,2011,new,Great
1499,WWE SmackDown vs. Raw 2008,"Nov 09, 2007",3.1,3844.0,1.96,2007,new,Great
1500,Children of Morta,"Sep 03, 2019",3.4,23409.0,528529.0,2019,new,Great
1501,The Godfather,"Mar 21, 2006",3.6,14641.0,1.21,2006,new,Great
1502,Billy Hatcher and the Giant Egg,"Sep 23, 2003",3.1,17689.0,635209.0,2003,new,Great
1503,Tekken Tag Tournament 2,"Sep 14, 2011",3.8,44521.0,2.89,2011,new,Great
1504,Bloons TD 5,"Dec 14, 2011",3.6,3844.0,2.56,2011,new,Great
1505,JoJo's Bizarre Adventure,"Oct 31, 1999",3.7,4225.0,401956.0,1999,retro,Great
1506,Another World,"Dec 31, 1991",3.3,53824.0,881721.0,1991,retro,Great
1507,Back to the Future: The Game,"Dec 22, 2010",3.2,8836.0,582169.0,2010,new,Great
1508,Team Sonic Racing,"May 21, 2019",2.9,69696.0,2.25,2019,new,Good
1509,Dragon's Dogma,"May 22, 2012",3.7,44100.0,1.21,2012,new,Great
1510,Baldur's Gate 3,"Oct 06, 2020",4.1,27225.0,72361.0,2020,new,Amazing
1511,The LEGO Movie Videogame,"Feb 04, 2014",2.8,33856.0,2.89,2014,new,Good
